0.0025,168.9
0.00245,117.2
0.0024,110.0
0.00235,109.9
0.0023,107.2
0.00225,107.7
0.0022,111.2
0.00215,108.8
0.0021,112.3
0.00205,114.2
0.002,109.6
0.00195,120.2
0.0019,121.0
0.00185,124.7
0.0018,131.6
0.00175,123.6
0.0017,122.1
0.00165,126.6
0.0016,128.4
0.00155,142.2
0.0015,133.6
0.00145,133.8
0.0014,135.3
0.00135,140.3
0.0013,138.9
0.00125,139.6
0.0012,133.5
0.00115,131.3
0.0011,136.2
0.00105,134.7
0.001,139.4
9.5E-4,185.8
9.0E-4,169.3
8.5E-4,170.4
8.0E-4,181.2
7.5E-4,174.7
7.0E-4,167.3
6.5E-4,161.5
6.0E-4,182.9
5.5E-4,188.2
5.0E-4,174.0
4.5E-4,223.6
4.0E-4,239.5
3.5E-4,249.6
3.0E-4,254.1
2.5E-4,267.4
2.0E-4,501.2
1.5E-4,464.9
1.0E-4,994.6
5.0E-5,2113.7
