0.00125,309.1
0.001225,225.5
0.0012,241.1
0.001175,238.5
0.00115,229.6
0.001125,232.1
0.0011,233.1
0.001075,235.3
0.00105,239.0
0.001025,232.8
0.001,238.6
9.75E-4,256.0
9.5E-4,264.3
9.25E-4,264.3
9.0E-4,268.9
8.75E-4,269.6
8.5E-4,264.0
8.25E-4,273.5
8.0E-4,276.0
7.75E-4,288.2
7.5E-4,282.0
7.25E-4,277.0
7.0E-4,283.2
6.75E-4,278.0
6.5E-4,280.4
6.25E-4,288.0
6.0E-4,284.8
5.75E-4,281.3
5.5E-4,294.3
5.25E-4,289.9
5.0E-4,280.8
4.75E-4,349.4
4.5E-4,353.9
4.25E-4,374.6
4.0E-4,388.9
3.75E-4,384.5
3.5E-4,382.4
3.25E-4,392.7
3.0E-4,499.3
2.75E-4,451.2
2.5E-4,464.7
2.25E-4,634.8
2.0E-4,690.9
1.75E-4,674.6
1.5E-4,698.8
1.25E-4,680.2
1.0E-4,1256.8
7.5E-5,1713.0
5.0E-5,2860.4
2.5E-5,8764.0
