0.00125,352.9
0.001225,231.5
0.0012,224.9
0.001175,218.7
0.00115,221.7
0.001125,230.3
0.0011,230.7
0.001075,241.7
0.00105,229.5
0.001025,231.1
0.001,232.0
9.75E-4,249.3
9.5E-4,261.8
9.25E-4,256.5
9.0E-4,267.7
8.75E-4,260.6
8.5E-4,258.3
8.25E-4,261.7
8.0E-4,287.4
7.75E-4,274.0
7.5E-4,273.7
7.25E-4,265.6
7.0E-4,277.8
6.75E-4,288.2
6.5E-4,280.6
6.25E-4,275.6
6.0E-4,287.5
5.75E-4,287.7
5.5E-4,297.5
5.25E-4,279.7
5.0E-4,288.7
4.75E-4,351.2
4.5E-4,353.7
4.25E-4,365.7
4.0E-4,382.3
3.75E-4,378.5
3.5E-4,351.7
3.25E-4,352.8
3.0E-4,408.3
2.75E-4,481.7
2.5E-4,394.4
2.25E-4,569.6
2.0E-4,561.0
1.75E-4,765.3
1.5E-4,618.0
1.25E-4,658.1
1.0E-4,1165.9
7.5E-5,1413.4
5.0E-5,2703.9
2.5E-5,9943.1
