0.00125,301.6
0.001225,229.1
0.0012,223.0
0.001175,218.8
0.00115,225.7
0.001125,225.1
0.0011,228.6
0.001075,237.4
0.00105,243.9
0.001025,238.6
0.001,244.0
9.75E-4,256.7
9.5E-4,258.7
9.25E-4,268.9
9.0E-4,267.3
8.75E-4,264.4
8.5E-4,275.5
8.25E-4,291.3
8.0E-4,272.7
7.75E-4,310.1
7.5E-4,310.5
7.25E-4,287.9
7.0E-4,316.1
6.75E-4,307.0
6.5E-4,303.5
6.25E-4,298.7
6.0E-4,290.1
5.75E-4,311.3
5.5E-4,320.3
5.25E-4,301.5
5.0E-4,303.1
4.75E-4,364.7
4.5E-4,376.6
4.25E-4,419.8
4.0E-4,400.2
3.75E-4,382.9
3.5E-4,398.4
3.25E-4,477.0
3.0E-4,430.9
2.75E-4,407.8
2.5E-4,406.8
2.25E-4,638.6
2.0E-4,758.0
1.75E-4,801.8
1.5E-4,695.2
1.25E-4,717.3
1.0E-4,1273.9
7.5E-5,1342.8
5.0E-5,2920.5
2.5E-5,13831.9
