0.0025,198.4
0.00245,119.6
0.0024,110.7
0.00235,112.0
0.0023,117.8
0.00225,111.7
0.0022,117.9
0.00215,116.3
0.0021,117.9
0.00205,122.6
0.002,114.2
0.00195,125.7
0.0019,123.8
0.00185,124.7
0.0018,126.7
0.00175,125.5
0.0017,124.8
0.00165,127.6
0.0016,133.1
0.00155,140.0
0.0015,132.8
0.00145,131.1
0.0014,138.2
0.00135,131.8
0.0013,131.5
0.00125,135.2
0.0012,130.7
0.00115,135.2
0.0011,131.5
0.00105,137.7
0.001,135.2
9.5E-4,172.6
9.0E-4,167.2
8.5E-4,169.8
8.0E-4,175.0
7.5E-4,168.6
7.0E-4,164.7
6.5E-4,171.7
6.0E-4,173.0
5.5E-4,171.6
5.0E-4,179.8
4.5E-4,235.0
4.0E-4,230.3
3.5E-4,288.3
3.0E-4,268.1
2.5E-4,254.6
2.0E-4,411.5
1.5E-4,475.2
1.0E-4,948.7
5.0E-5,1785.9
