0.005,95.5
0.0049,62.2
0.0048,55.9
0.0047,52.0
0.0046,52.8
0.0045,55.1
0.0044,53.1
0.0043,54.2
0.0042,68.6
0.0041,57.3
0.004,54.4
0.0039,58.6
0.0038,59.9
0.0037,59.1
0.0036,60.0
0.0035,60.9
0.0034,59.8
0.0033,60.2
0.0032,60.2
0.0031,66.9
0.003,59.8
0.0029,58.6
0.0028,59.4
0.0027,61.0
0.0026,62.0
0.0025,61.1
0.0024,59.5
0.0023,63.8
0.0022,60.9
0.0021,59.1
0.002,72.4
0.0019,67.9
0.0018,73.1
0.0017,76.0
0.0016,71.6
0.0015,74.1
0.0014,78.2
0.0013,71.4
0.0012,74.8
0.0011,72.5
0.001,74.8
9.0E-4,98.5
8.0E-4,102.3
7.0E-4,95.9
6.0E-4,101.6
5.0E-4,107.0
4.0E-4,154.6
3.0E-4,182.4
2.0E-4,319.8
1.0E-4,685.9
