0.005,100.9
0.0049,67.8
0.0048,57.6
0.0047,53.0
0.0046,59.2
0.0045,56.1
0.0044,54.3
0.0043,53.9
0.0042,54.5
0.0041,53.3
0.004,54.3
0.0039,58.6
0.0038,58.2
0.0037,58.5
0.0036,59.2
0.0035,58.5
0.0034,58.5
0.0033,58.3
0.0032,59.7
0.0031,65.2
0.003,61.2
0.0029,63.0
0.0028,61.8
0.0027,59.5
0.0026,59.7
0.0025,58.7
0.0024,63.0
0.0023,68.4
0.0022,61.9
0.0021,59.5
0.002,65.5
0.0019,80.7
0.0018,75.7
0.0017,73.6
0.0016,80.6
0.0015,80.6
0.0014,76.3
0.0013,75.8
0.0012,100.2
0.0011,76.6
0.001,76.8
9.0E-4,107.6
8.0E-4,121.9
7.0E-4,108.0
6.0E-4,96.0
5.0E-4,115.0
4.0E-4,256.6
3.0E-4,191.9
2.0E-4,727.2
1.0E-4,934.2
