0.005,100.8
0.0049,66.1
0.0048,58.8
0.0047,58.8
0.0046,57.2
0.0045,56.6
0.0044,59.3
0.0043,54.2
0.0042,57.9
0.0041,56.3
0.004,56.1
0.0039,59.1
0.0038,58.9
0.0037,61.4
0.0036,60.0
0.0035,61.0
0.0034,62.5
0.0033,60.7
0.0032,63.7
0.0031,68.5
0.003,61.2
0.0029,61.3
0.0028,60.6
0.0027,62.2
0.0026,64.7
0.0025,63.7
0.0024,65.0
0.0023,61.2
0.0022,63.9
0.0021,72.0
0.002,64.1
0.0019,68.7
0.0018,76.4
0.0017,71.8
0.0016,77.1
0.0015,73.4
0.0014,75.0
0.0013,72.4
0.0012,95.2
0.0011,77.6
0.001,80.2
9.0E-4,104.0
8.0E-4,97.4
7.0E-4,96.8
6.0E-4,104.7
5.0E-4,105.0
4.0E-4,163.2
3.0E-4,221.5
2.0E-4,561.7
1.0E-4,811.4
