0.005,104.7
0.0049,64.9
0.0048,56.8
0.0047,64.5
0.0046,52.6
0.0045,52.5
0.0044,55.7
0.0043,54.2
0.0042,53.4
0.0041,51.8
0.004,53.0
0.0039,56.8
0.0038,54.6
0.0037,57.7
0.0036,57.0
0.0035,57.7
0.0034,57.9
0.0033,56.9
0.0032,61.2
0.0031,59.2
0.003,58.5
0.0029,61.9
0.0028,60.6
0.0027,66.0
0.0026,64.1
0.0025,60.5
0.0024,61.2
0.0023,61.1
0.0022,62.0
0.0021,57.3
0.002,62.6
0.0019,79.8
0.0018,70.9
0.0017,67.6
0.0016,75.4
0.0015,72.4
0.0014,72.8
0.0013,68.5
0.0012,79.8
0.0011,70.8
0.001,70.0
9.0E-4,118.2
8.0E-4,108.2
7.0E-4,108.9
6.0E-4,100.2
5.0E-4,108.4
4.0E-4,156.1
3.0E-4,256.9
2.0E-4,304.1
1.0E-4,646.3
