0.0025,184.1
0.00245,124.6
0.0024,114.1
0.00235,120.3
0.0023,116.5
0.00225,112.3
0.0022,116.8
0.00215,115.0
0.0021,115.4
0.00205,114.7
0.002,118.0
0.00195,121.9
0.0019,134.1
0.00185,125.0
0.0018,122.7
0.00175,125.8
0.0017,123.7
0.00165,123.9
0.0016,127.8
0.00155,137.8
0.0015,130.4
0.00145,133.8
0.0014,124.9
0.00135,124.5
0.0013,129.4
0.00125,132.8
0.0012,128.6
0.00115,136.2
0.0011,129.1
0.00105,134.2
0.001,135.6
9.5E-4,161.4
9.0E-4,161.0
8.5E-4,165.8
8.0E-4,161.6
7.5E-4,168.1
7.0E-4,173.1
6.5E-4,175.0
6.0E-4,169.0
5.5E-4,171.0
5.0E-4,168.6
4.5E-4,236.3
4.0E-4,221.7
3.5E-4,237.3
3.0E-4,245.6
2.5E-4,245.2
2.0E-4,398.2
1.5E-4,401.8
1.0E-4,770.6
5.0E-5,2431.5
