0.005,117.3
0.0049,80.0
0.0048,53.4
0.0047,54.3
0.0046,53.1
0.0045,58.8
0.0044,54.6
0.0043,54.1
0.0042,56.7
0.0041,55.9
0.004,54.9
0.0039,58.3
0.0038,57.5
0.0037,58.3
0.0036,59.5
0.0035,60.5
0.0034,57.7
0.0033,59.6
0.0032,64.7
0.0031,59.6
0.003,61.2
0.0029,61.3
0.0028,60.2
0.0027,60.3
0.0026,59.2
0.0025,61.7
0.0024,60.5
0.0023,57.5
0.0022,59.1
0.0021,61.5
0.002,61.3
0.0019,77.4
0.0018,72.9
0.0017,72.4
0.0016,69.4
0.0015,76.0
0.0014,72.7
0.0013,71.9
0.0012,77.7
0.0011,77.8
0.001,71.9
9.0E-4,103.3
8.0E-4,101.4
7.0E-4,100.0
6.0E-4,104.6
5.0E-4,100.2
4.0E-4,173.8
3.0E-4,154.2
2.0E-4,278.0
1.0E-4,712.3
