0.00125,314.9
0.001225,239.4
0.0012,221.3
0.001175,232.1
0.00115,236.5
0.001125,226.7
0.0011,228.9
0.001075,230.6
0.00105,230.5
0.001025,230.9
0.001,231.1
9.75E-4,253.9
9.5E-4,258.1
9.25E-4,254.6
9.0E-4,265.8
8.75E-4,263.0
8.5E-4,263.1
8.25E-4,263.8
8.0E-4,269.2
7.75E-4,287.3
7.5E-4,281.5
7.25E-4,282.2
7.0E-4,286.6
6.75E-4,284.0
6.5E-4,274.9
6.25E-4,282.6
6.0E-4,301.2
5.75E-4,285.2
5.5E-4,285.4
5.25E-4,303.3
5.0E-4,302.3
4.75E-4,355.9
4.5E-4,375.5
4.25E-4,383.8
4.0E-4,380.3
3.75E-4,360.1
3.5E-4,419.2
3.25E-4,393.9
3.0E-4,518.6
2.75E-4,442.7
2.5E-4,461.1
2.25E-4,865.6
2.0E-4,617.0
1.75E-4,686.1
1.5E-4,739.8
1.25E-4,700.3
1.0E-4,1190.0
7.5E-5,1286.3
5.0E-5,2893.7
2.5E-5,8951.8
